"SVS Dowgate Wealth European Growth F Acc","GB00BN6R8X44","Europe Excluding UK","1295.654850","208.509000","","","","Small Growth","Small Growth","Small Growth","Small Growth","Small Growth","Small Growth","Small Growth","Small Growth","","","","","","","","","",""
"TB Guinness European Eq Inc Y GBP Acc","GB00BP5J6M04","Europe Excluding UK","18570.734700","126.716000","","","","","","","","","","","","Large Blend","","","","","","","","",""
"TM CRUX European Special Sit I H Inc GBP","GB00BD446X30","Europe Excluding UK","18713.306920","140.820000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","","","","","","","","",""
"VT Downing Eurp Unconst Income A GBP Acc","GB00BLF7YL10","Europe Excluding UK","4330.520280","176.614000","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","","","","","85.592859","105.313633","","",""
"Waverton European Dividend Gr F GBPH Inc","IE00BF5KVB74","Europe Excluding UK","15125.107830","112.321000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"European Smaller Companies","","","","","","","","","","","","","","","","","","","","","","","","",""
"abrdn European Smaller Companies I Acc","GB00B0XWN580","European Smaller Companies","2757.898720","262.193000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","121.772497","103.775124","112.074365","110.509321","126.677757","115.848688","","",""
"abrdnII-Eu SmlCo D Acc HDG GBP","LU1184045307","European Smaller Companies","3074.089380","238.266000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","121.505057","113.853995","117.141509","130.169640","128.376839","153.421942","","",""
"abrdnII-Eu SmlCo D Acc EUR","LU0306632687","European Smaller Companies","3074.089380","238.266000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","111.991985","106.673787","107.886452","115.978935","112.934678","123.687404","","",""
"Janus Henderson European Smr Coms I Acc","GB0007476426","European Smaller Companies","900.771720","176.175000","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","111.503302","95.313433","112.604838","89.676348","113.358217","85.741292","","",""
"abrdn Europe ex UK Smaller Comp P1 Acc","GB00BYMMJ932","European Smaller Companies","3026.852570","253.863000","Mid Growth","","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","110.650494","104.976505","108.300605","105.111792","104.544043","105.111333","","",""
"JPM Europe Smaller Companies C Acc","GB00B5SDTW07","European Smaller Companies","3543.795030","154.921000","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Growth","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","","108.775672","108.523147","113.688252","114.524089","110.862583","101.305038","","",""
"Mirabaud-Discovery Eur ex UK D H GBP Acc","LU1308315248","European Smaller Companies","977.009540","224.611000","Small Growth","","","Small Growth","","","Small Growth","","","","","","108.008659","99.155263","110.864007","107.004720","92.925794","114.261722","","",""
"Schroder European Sm Cos Z Acc","GB00B76V5M20","European Smaller Companies","2668.186480","246.927000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","104.652883","113.238035","103.943383","105.316977","102.209521","105.049853","","",""
"JPM Europe Small Cap A (dist) GBP","LU0119093531","European Smaller Companies","2484.895710","158.489000","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Small Blend","","104.294857","116.082120","107.191636","121.129011","98.165959","111.128781","","",""
"Allianz Europe Small Cap Equity RT EUR","LU1363155109","European Smaller Companies","3632.834000","185.144000","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","","103.577547","111.496013","96.489771","109.237778","112.326629","113.184481","","",""
"JPM Europe Dynamic Sm Cp A perf(dist)EUR","LU0210073408","European Smaller Companies","3778.625410","156.894000","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","103.491923","114.718372","103.679879","119.673077","94.046844","108.002740","","",""
"Wellington Pan Eurp Sm Cp Eq GBP N Ac","IE00BH45FF96","European Smaller Companies","2914.590820","198.302000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Blend","","103.455881","94.110533","95.439167","96.516977","102.583840","100.327093","","",""
"Jupiter Europe (ex UK) SmlComs I GBP Acc","IE00BRTNQ884","European Smaller Companies","3137.258310","275.602000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","","103.113605","121.988388","101.118445","114.473851","114.589378","112.202696","","",""
"LO Funds Cont Europe Family Ldrs EUR MD","LU1490633077","European Smaller Companies","1393.170210","233.801000","Small Growth","Small Growth","Small Growth","Small Growth","Small Growth","Small Growth","Small Growth","Small Growth","Small Growth","Small Growth","Small Growth","","102.178549","101.284772","103.425999","99.821985","93.277778","101.354946","","",""
"Mirabaud-Discovery Eur ex UK D GBP Acc","LU1308314605","European Smaller Companies","977.009540","224.611000","Small Growth","","","Small Growth","","","Small Growth","","","","","","100.611543","94.549155","103.287819","96.788952","83.028015","94.747600","","",""
"CT Eurpean Smaller Coms Z Acc GBP","GB00B84CYY92","European Smaller Companies","4294.731470","256.349000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","100.426403","98.917736","95.191899","100.681772","121.183349","112.074627","","",""
"BNY Mellon Small Cap Euroland EUR A Acc","IE0003867441","European Smaller Companies","4184.929050","76.162000","Mid Value","Mid Value","Mid Value","Mid Value","Mid Value","Mid Value","Mid Value","Mid Value","Mid Value","Mid Value","Mid Value","Mid Value","99.941899","97.551047","96.565274","90.713278","115.635058","92.107216","","",""
"Lazard European Smaller Coms C Acc","GB00B88ZX473","European Smaller Companies","2397.528670","202.507000","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Growth","Mid Blend","Mid Blend","Mid Blend","Mid Growth","Mid Growth","98.790772","103.082274","97.331335","104.057167","93.164712","106.998568","","",""
"Fidelity European Smlr Coms Y-Acc-EUR","LU0346388456","European Smaller Companies","2223.143720","175.342000","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","97.864847","95.426172","97.619675","98.367257","96.170678","92.831829","","",""
"CT (Lux) European Smaller Coms R Acc EUR","LU0976192475","European Smaller Companies","2329.731500","218.680000","Mid Growth","Small Growth","Small Growth","Small Growth","Mid Growth","Small Growth","Small Growth","Small Growth","Small Growth","Small Growth","Small Growth","","96.351677","104.383714","99.389271","110.876348","95.523821","112.060079","","",""
"Invesco European Smlr Coms UK Z Acc","GB00B8N46C80","European Smaller Companies","1628.323300","173.461000","Small Growth","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","93.986653","91.658281","110.094100","83.934189","118.854376","89.085570","","",""
"Barings Europe Select I GBP Inc","GB00B7NB1W76","European Smaller Companies","4018.789240","161.026000","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","92.675573","90.771352","87.554377","92.849874","94.655210","83.581696","","",""
"Jupiter €ope (ex UK) SmlComs I $ H Acc","IE00BRTNQ660","European Smaller Companies","3137.258310","275.602000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","","91.739319","89.820914","82.839423","82.231525","98.537721","79.479986","","",""
"Allianz Europe Small Cap Eq AT H2 USD","LU1428086091","European Smaller Companies","3632.834000","185.144000","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","","91.711700","84.557706","85.631305","87.933538","98.240572","83.469249","","",""
"Mirabaud - Discovery Europe D GBP Acc","LU1308311924","European Smaller Companies","728.073890","230.143000","Small Growth","","","Small Growth","","","Small Growth","","","","","","91.493577","97.244784","88.749004","91.600916","60.212643","97.146824","","",""
"T. Rowe Price Eurp Smlr Cm Eq Q GBP","LU1028171921","European Smaller Companies","2436.642290","226.559000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Small Growth","Small Growth","Small Growth","89.854926","102.768513","93.324455","104.893975","83.858506","115.829661","","",""
"JPM Europe Small Cap A (acc) USDH","LU1273543592","European Smaller Companies","2484.895710","158.489000","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Small Blend","","87.912064","81.554638","86.364654","85.778607","82.946748","73.281976","","",""
"MFS Meridian European Smlr Coms W1 EUR","LU0944408581","European Smaller Companies","3503.835080","203.251000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","","85.716834","80.335031","80.217221","88.371115","90.729941","87.154351","","",""
"MFS Meridian European Smlr Coms WH1 USD","LU1123736594","European Smaller Companies","3503.835080","203.251000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","","76.587702","58.007467","71.610929","69.243719","84.369717","65.691131","","",""
"Barings Europe Select A CNY Hdg Acc","GB00BPFJCW23","European Smaller Companies","4018.789240","161.026000","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","","","","","","","","",""
"Fidelity European Smlr Coms Y-ACC-USD H","LU2404868650","European Smaller Companies","2223.143720","175.342000","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","","","","","82.453816","65.136805","","",""
"JSS Sus Eq Euro Smlr Com C EUR Acc","LU1859216621","European Smaller Companies","2900.790130","172.417000","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","","","","","80.069989","89.018752","80.366410","87.700590","","",""
"Jupiter European Smaller Coms I GBP Acc","GB00BKYBZ471","European Smaller Companies","2894.128580","274.574000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","","","","103.639584","101.006790","112.198855","112.262835","","",""
"Lazard Pan-European Small Cap C Acc EUR","IE00BYQF5G74","European Smaller Companies","2665.416190","201.330000","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Growth","Mid Blend","Mid Blend","Mid Blend","Mid Growth","","","","95.474215","103.895847","91.853904","107.181994","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"Europe Including UK","","","","","","","","","","","","","","","","","","","","","","","","",""
"M&G European Sustain Paris Aligned I Acc","GB00B5ZSNC68","Europe Including UK","23064.255140","231.844000","Large Blend","Large Blend","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","106.447785","106.294604","111.291058","105.223776","120.786949","74.697110","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"Unclassified Sector","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fidelity Europe ex UK W Acc","GB0003368353","Unclassified Sector","45073.143420","228.736000","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","109.386387","101.217234","110.739109","116.105721","127.814511","139.298142","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
